train_04_92,1,1
train_03_63,1,1
train_02_54,1,1
train_06_227,1,1
train_02_268,1,1
train_01_302,1,1
train_09_A_37,0,0
train_04_300,0,0
train_06_2,1,1
train_05_150,0,0
train_09_A_5,0,0
train_09_B_71,1,1
train_08_281,1,0
train_02_1,0,1
train_03_299,0,1
train_08_300,1,0
train_09_B_75,0,0
train_06_220,0,0
train_08_306,0,0
train_01_311,1,1
train_07_178,0,0
train_08_67,1,1
train_01_165,0,0
train_01_318,1,1
train_02_78,1,1
train_06_321,1,1
train_02_275,1,1
train_02_135,0,1
train_05_276,1,1
train_07_278,1,1
train_08_303,1,1
train_05_25,1,1
train_01_88,0,0
train_04_45,0,1
train_06_80,1,0
train_09_A_128,1,1
train_09_B_67,0,0
train_09_A_141,0,0
train_01_227,1,1
train_07_209,1,1
train_06_49,1,1
train_07_53,1,0
train_01_225,1,1
train_06_108,1,0
train_01_9,1,1
train_04_282,0,0
train_09_B_11,0,0
train_03_216,1,1
train_05_286,0,0
train_01_68,0,0
train_02_162,0,0
train_02_324,0,0
train_03_34,0,0
train_01_125,0,0
train_03_149,0,0
train_08_93,0,0
train_01_312,1,0
train_04_203,1,1
train_03_23,0,1
train_02_305,1,1
train_06_237,0,0
train_05_312,0,0
train_09_B_91,1,1
train_01_255,0,0
train_06_181,0,0
train_07_264,1,1
train_02_130,0,0
train_05_196,0,1
train_04_89,1,1
train_06_4,0,0
train_06_70,1,1
train_06_282,1,1
train_08_103,1,1
train_05_35,0,0
train_06_229,1,1
train_03_243,1,0
train_06_319,0,0
train_01_81,1,1
train_02_55,0,0
train_03_67,1,1
train_02_61,0,0
train_08_201,1,1
train_04_20,0,0
train_02_167,1,1
train_04_296,0,0
train_06_178,0,0
train_01_115,0,0
train_03_136,0,1
train_05_69,1,1
train_06_141,1,1
train_03_57,1,1
train_03_224,1,1
train_02_91,1,1
train_05_65,1,0
train_01_239,0,0
train_01_309,1,1
train_06_82,0,0
train_05_227,1,1
train_06_317,0,0
train_07_122,1,0
train_07_12,1,1
train_05_23,1,0
train_05_33,1,1
train_05_253,1,1
train_03_298,0,0
train_01_120,1,1
train_08_301,1,1
train_01_5,1,0
train_09_A_87,0,0
train_07_93,0,0
train_05_195,1,1
train_05_233,0,0
train_08_81,0,0
train_02_22,1,1
train_03_177,0,0
train_06_316,0,0
train_09_B_114,1,1
train_07_76,0,0
train_05_78,1,1
train_07_23,1,1
train_07_92,0,0
train_06_287,0,0
train_05_285,0,0
train_08_119,0,0
train_05_125,0,0
train_08_256,1,1
train_07_225,1,1
train_08_285,0,1
train_04_292,1,1
train_05_167,1,1
train_07_104,1,1
train_03_225,1,1
train_07_71,0,0
train_05_239,1,1
train_05_193,0,1
train_03_134,1,0
train_06_112,1,0
train_01_146,0,1
train_09_A_29,0,1
train_08_260,0,0
train_03_112,0,0
train_01_72,1,1
train_02_301,1,1
train_04_287,0,0
train_08_198,1,0
train_06_72,1,1
train_03_253,0,0
train_03_270,0,0
train_07_198,1,1
train_08_59,0,0
train_05_223,1,1
train_08_133,1,0
train_04_217,1,1
train_09_A_40,1,0
train_07_148,1,1
train_07_271,1,1
train_02_313,1,1
train_09_B_79,1,1
train_04_98,1,1
train_07_83,0,0
train_02_148,1,1
train_04_68,0,1
train_09_A_39,0,0
train_04_208,1,1
train_04_230,1,1
train_01_301,0,0
train_05_323,1,0
train_08_69,1,1
train_07_38,0,0
train_09_B_44,1,1
train_02_252,0,0
train_04_173,0,0
train_02_317,1,1
train_08_231,1,1
train_04_105,0,0
train_07_72,0,1
train_02_196,0,0
train_02_17,0,0
train_09_A_158,0,0
train_06_200,1,1
train_08_319,0,0
train_07_210,1,1
train_09_A_143,1,1
train_02_139,1,1
train_04_170,0,0
train_09_B_98,1,0
train_04_301,0,0
train_07_287,0,0
train_03_186,0,0
train_05_235,0,0
train_09_B_37,0,0
train_06_35,1,0
train_09_B_80,1,1
train_02_71,0,1
train_04_13,1,1
train_09_B_134,1,1
train_01_187,1,1
train_08_73,1,1
train_04_229,1,1
train_06_94,1,1
train_09_A_115,1,0
train_05_13,1,1
train_01_252,1,1
train_09_A_60,1,1
train_06_20,0,0
train_06_136,0,0
train_03_301,0,1
train_08_191,0,0
train_05_232,0,0
train_07_298,1,1
train_05_245,1,1
train_02_191,0,1
train_09_A_38,1,1
train_06_145,0,0
train_04_91,0,0
train_04_141,1,1
train_09_B_112,0,0
train_07_285,1,1
train_06_236,1,1
train_09_B_83,1,1
train_05_191,1,1
train_03_60,1,1
train_05_178,0,0
train_05_38,0,0
train_02_15,1,1
train_09_B_102,0,0
train_06_18,0,1
train_09_A_150,0,1
train_08_13,1,1
train_04_54,0,0
train_08_28,1,0
train_05_27,0,0
train_02_273,0,0
train_01_93,0,0
train_03_28,0,1
train_08_308,0,0
train_09_B_137,0,1
train_03_300,0,0
train_03_154,1,1
train_01_54,1,1
train_01_163,0,1
train_04_221,1,1
train_06_322,1,0
train_04_53,0,0
train_08_274,0,0
train_07_139,0,0
train_07_241,1,1
train_02_244,0,0
train_04_258,1,0
train_01_39,0,0
train_04_156,1,1
train_07_230,0,1
train_05_16,0,0
train_01_296,1,1
train_07_87,1,1
train_01_121,1,1
train_03_88,0,0
train_06_233,0,0
train_01_224,1,0
train_02_96,1,1
train_08_57,0,0
train_09_A_71,0,0
train_04_199,0,1
train_09_B_9,0,0
train_02_185,0,0
train_06_50,0,0
train_08_77,1,1
train_02_124,1,1
train_08_184,1,1
train_07_277,1,1
train_08_176,0,0
train_09_B_55,0,0
train_02_262,0,0
train_04_241,0,0
train_05_258,1,1
train_05_85,1,1
train_08_108,1,0
train_04_298,1,1
train_01_94,1,1
train_03_191,1,1
train_05_278,1,0
train_07_222,1,1
train_02_65,0,1
train_01_55,1,1
train_02_210,1,0
train_09_A_54,0,0
train_09_A_152,0,0
train_02_282,0,1
train_06_175,1,1
train_09_A_98,0,1
train_03_257,0,0
train_07_128,0,0
train_02_258,0,0
train_06_259,0,0
train_01_79,1,1
train_02_183,0,1
train_04_261,0,0
train_02_246,0,1
train_02_193,0,0
train_05_188,1,0
train_08_271,1,1
train_03_11,0,0
train_03_1,1,1
train_01_24,1,0
train_04_183,1,1
train_02_251,0,0
train_06_296,1,1
