train_08_279,1,0
train_02_324,0,0
train_09_B_144,0,0
train_09_A_154,0,1
train_01_263,1,0
train_07_170,1,0
train_01_7,1,0
train_04_203,1,1
train_01_155,0,0
train_05_64,0,0
train_02_201,0,0
train_04_16,0,0
train_05_95,1,0
train_05_298,0,0
train_06_188,0,0
train_04_114,0,1
train_06_181,0,0
train_09_B_61,0,0
train_08_291,1,0
train_01_30,1,0
train_04_227,1,0
train_07_3,0,0
train_02_285,1,1
train_02_127,0,0
train_03_282,0,0
train_03_104,1,0
train_03_305,0,0
train_08_177,1,0
train_01_324,0,0
train_01_177,1,0
train_08_194,1,1
train_03_67,1,1
train_06_298,1,0
train_01_70,1,0
train_03_239,0,0
train_04_115,1,1
train_04_296,0,0
train_06_178,0,0
train_05_67,0,0
train_06_141,1,0
train_05_237,1,0
train_02_91,1,1
train_04_185,0,0
train_01_309,1,0
train_03_137,1,0
train_05_47,1,0
train_09_B_8,1,0
train_06_17,0,0
train_07_122,1,0
train_05_137,1,0
