train_03_278,0,0
train_01_4,0,0
train_07_235,1,1
train_05_88,0,0
train_08_109,1,1
train_06_114,1,1
train_08_207,1,1
train_07_20,0,0
train_02_265,0,0
train_04_255,1,1
train_01_289,0,0
train_01_44,1,1
train_07_237,1,1
train_07_116,1,1
train_05_12,1,1
train_03_246,1,1
train_08_78,1,1
train_04_218,0,1
train_03_21,0,0
train_06_46,0,0
train_05_211,1,1
train_09_B_133,0,1
train_01_139,1,0
train_08_11,0,1
train_06_173,1,1
train_09_B_131,1,1
train_02_302,1,1
train_02_45,0,0
train_02_53,1,1
train_09_A_125,0,0
train_08_90,1,0
train_08_12,1,1
train_01_69,0,1
train_03_208,0,0
train_05_173,1,0
train_07_29,1,1
train_05_17,1,0
train_06_84,1,1
train_05_127,1,1
train_05_82,1,0
train_08_44,1,0
train_07_164,1,1
train_05_322,1,1
train_05_152,1,1
train_01_73,1,1
train_08_132,1,1
train_05_6,0,0
train_05_113,0,0
train_08_116,1,1
train_05_226,0,0
train_03_39,0,0
train_08_45,1,0
train_09_A_33,0,0
train_02_200,1,1
train_06_34,1,1
train_04_153,0,1
train_05_43,0,0
train_07_126,1,1
train_06_111,1,1
train_08_121,1,1
train_01_223,0,1
train_05_49,1,1
train_07_73,1,1
train_07_218,1,1
train_07_247,0,1
train_02_76,0,0
train_02_38,1,1
train_08_167,1,1
train_01_293,1,1
train_04_214,0,0
train_07_291,1,1
train_04_61,1,1
train_04_90,0,1
train_04_263,0,1
train_02_150,0,0
train_07_301,1,1
train_09_A_66,0,0
train_09_A_146,1,1
train_06_163,0,1
train_07_217,1,1
train_01_265,1,1
train_06_267,1,1
train_05_2,0,1
train_08_187,0,0
train_03_76,1,1
train_01_192,0,0
train_02_92,0,1
train_04_269,0,0
train_08_251,0,0
train_02_80,0,0
train_06_324,1,0
train_04_213,0,0
train_04_126,1,1
train_03_199,1,1
train_09_A_116,0,0
train_01_228,0,1
train_01_248,1,1
train_02_260,0,0
train_08_131,0,0
train_09_A_11,0,0
train_05_256,0,0
train_05_111,1,1
train_02_168,1,1
train_06_197,1,1
train_01_137,0,0
train_09_A_13,0,0
train_07_208,1,1
train_08_308,0,1
train_04_154,0,1
train_03_297,1,1
train_01_163,0,1
train_04_97,1,1
train_06_322,1,0
train_02_8,0,0
train_05_34,0,0
train_06_209,1,1
train_09_B_58,0,0
train_05_316,0,1
train_06_164,1,1
train_09_A_14,0,1
train_01_3,0,0
train_08_0,0,0
train_06_24,1,1
train_08_254,1,1
train_07_297,1,1
train_07_87,1,1
train_05_120,1,1
train_05_109,0,0
train_05_144,1,1
train_06_313,1,1
train_04_199,0,0
train_09_B_9,0,0
train_02_151,0,1
train_02_185,0,0
train_06_247,0,0
train_01_229,1,1
train_01_28,1,1
train_02_124,1,1
train_02_141,1,1
train_04_311,0,0
train_07_300,0,0
train_04_283,1,1
train_08_252,1,1
train_02_114,1,1
train_09_A_75,1,1
train_03_12,0,0
train_02_288,0,0
train_07_32,0,0
train_08_16,1,1
train_03_191,1,1
train_03_105,0,0
train_05_14,0,0
train_09_A_17,1,1
train_01_36,0,0
train_07_257,0,0
train_09_A_152,0,0
train_08_86,1,1
train_07_146,0,1
train_09_B_64,1,1
train_08_301,1,1
train_01_200,1,1
train_07_103,0,1
train_03_177,0,0
train_09_B_39,1,1
train_04_31,0,0
train_05_89,1,1
train_03_187,0,0
train_03_218,0,1
train_01_22,0,0
train_09_B_73,1,1
train_07_92,0,0
train_05_164,0,1
train_05_212,0,0
train_06_302,1,1
train_05_216,1,1
train_06_58,1,1
train_01_107,1,1
train_09_A_136,0,1
train_08_285,0,1
train_03_324,1,1
train_05_91,1,1
train_06_11,1,1
train_06_92,1,1
train_07_71,0,0
train_01_158,1,1
train_03_134,1,1
train_03_41,0,0
train_06_69,1,1
train_09_A_29,0,1
train_04_215,1,1
train_06_100,1,1
train_01_188,1,1
train_09_B_143,0,0
train_02_318,0,1
train_03_0,0,1
train_07_45,0,0
train_08_217,1,1
train_02_277,1,1
train_07_161,0,0
train_08_59,0,1
train_05_132,1,1
train_05_83,1,0
train_07_105,0,0
train_08_258,1,1
train_09_A_98,0,1
train_03_288,1,1
train_04_33,0,0
train_01_79,1,1
train_06_144,0,1
train_04_261,0,1
train_01_99,0,0
train_02_30,1,1
train_06_308,1,1
train_02_35,1,1
train_08_227,1,1
train_06_66,0,1
train_06_96,1,1
train_05_294,1,1
train_01_16,1,1
train_05_149,1,1
train_08_234,1,0
train_04_117,1,1
train_01_313,0,0
train_04_264,0,0
train_05_15,1,1
train_01_207,1,1
train_05_96,1,1
train_05_275,1,1
train_03_252,0,1
train_02_209,1,1
train_07_265,1,1
train_09_A_108,0,0
train_01_43,1,1
train_08_222,1,1
train_04_267,0,0
train_03_26,0,1
train_05_119,1,1
train_04_256,0,0
train_04_50,1,1
train_03_315,1,1
train_08_92,1,1
train_05_161,0,1
train_03_85,0,0
train_05_147,1,1
train_06_159,0,1
train_07_90,1,1
train_04_305,0,0
train_09_B_59,0,0
train_01_160,0,1
train_05_183,1,1
train_09_A_132,0,0
train_07_169,1,1
train_07_268,0,0
train_01_257,0,0
train_08_279,1,1
train_05_53,0,0
train_01_125,0,1
train_09_A_154,0,0
train_07_307,1,1
train_03_5,1,1
train_02_126,1,1
train_06_154,1,1
train_04_203,1,1
train_06_237,0,0
train_06_188,0,0
train_06_181,0,0
train_09_A_157,0,0
train_09_B_61,0,0
train_04_227,1,1
train_02_320,1,1
train_01_59,0,0
train_03_102,0,0
train_09_A_147,1,1
train_03_54,0,0
train_08_103,1,1
train_03_317,0,0
train_07_196,1,1
train_06_26,1,1
train_04_73,0,0
train_02_40,1,1
train_02_55,0,1
train_08_201,1,1
train_03_222,0,1
train_09_B_7,0,0
train_09_B_40,0,1
train_03_25,0,1
train_04_296,0,0
train_01_115,0,0
train_03_136,0,1
train_09_A_111,0,0
train_08_294,0,0
train_01_66,0,0
train_05_139,1,1
train_08_304,1,0
train_09_B_26,0,0
train_06_82,0,0
train_04_67,1,1
train_06_6,0,0
train_03_189,0,1
train_03_74,1,1
train_01_35,1,1
train_02_295,1,1
train_09_A_49,0,1
train_05_308,0,0
train_02_159,0,1
train_04_180,0,0
train_04_172,0,0
train_04_200,0,1
train_04_300,0,0
train_02_90,1,1
train_02_58,0,0
train_05_217,1,1
train_05_218,1,1
train_01_117,0,1
train_01_25,0,0
train_08_58,1,0
train_07_80,1,1
train_09_B_100,0,0
train_09_B_71,1,1
train_07_197,1,1
train_02_1,0,1
train_08_317,1,1
train_08_237,1,1
train_01_122,1,1
train_06_191,1,1
train_02_98,1,1
train_05_156,1,1
train_06_220,0,0
train_06_303,1,1
train_07_270,1,1
train_07_305,1,1
train_07_178,0,0
train_02_115,1,1
train_02_235,1,1
train_07_137,0,0
train_01_318,1,1
train_08_80,1,1
train_07_216,1,1
train_01_132,0,1
train_01_88,0,0
train_07_236,0,0
train_09_A_128,1,1
train_02_81,0,0
